days_before_removal,lying_p_value,lying_effect_size,not_lying_p_value,not_lying_effect_size,lying_outbreak_mean,lying_control_mean,not_lying_outbreak_mean,not_lying_control_mean
-7,0.15929242751156036,0.40636342082618243,0.3221301684749752,0.27985578644527864,11.443362624535624,9.953286531435863,9.633234275247553,9.10654546426958
-5,0.1204914206131314,0.4274867358199364,0.3614816239031259,0.1302478721967435,11.885464513060718,10.372123437508737,9.360263877012127,9.110695393965942
-3,0.07199071667663656,0.4435669230053464,0.3614816239031259,0.13113727415293364,12.10762395122962,10.582737974403747,9.137828430173883,8.89503384644089
-1,0.2525031676414763,0.3154824395590558,0.8079197355433103,0.04821116076917627,12.00741956182814,10.930831277495193,9.183560904784937,9.268813930914966
0,0.42414956534757653,0.2802804204384367,0.06745739976266596,0.3967009606421063,12.062715645970641,11.122786098687095,8.842452061178752,9.577618609531664
