Threshold Level,True Positives,False Positives,True Negatives,False Negatives,Sensitivity,Specificity,Precision,F1 Score,Average Days Warning
Critical Level,16,2,18,4,0.8,0.9,0.8888888888888888,0.8421052631578948,3.5
