pen,datespan,days_before_removal,lying_pigs,not_lying_pigs,group
Pen 3,230227_230406,-1,14.12912801522704,9.454086100505203,control
Pen 3,230227_230406,-3,13.131645391858774,10.258486608662304,control
Pen 3,230227_230406,-5,12.273037554648306,9.799592102745871,control
Pen 3,230227_230406,-7,12.786914379077894,10.232083433348663,control
Pen 3,230227_230406,0,14.243103686920572,9.653647124542971,control
Pen 3,230227_230406,-1,12.835631528964862,9.454086100505203,control
Pen 3,230227_230406,-3,14.230091328864546,10.258486608662304,control
Pen 3,230227_230406,-5,13.98256568273554,9.799592102745871,control
Pen 3,230227_230406,-7,15.247773173526681,10.232083433348663,control
Pen 3,230227_230406,0,13.088641258755793,9.653647124542971,control
Pen 3,230227_230406,-1,13.721140607238063,9.454086100505203,control
Pen 3,230227_230406,-3,13.854167957209073,10.258486608662304,control
Pen 3,230227_230406,-5,14.583392256770779,9.799592102745871,control
Pen 3,230227_230406,-7,13.7615363797221,10.232083433348663,control
Pen 3,230227_230406,0,14.294797194872253,9.653647124542971,control
Pen 4,211229_220119,-1,9.93871241980807,11.955049981663342,control
Pen 4,211229_220119,-3,10.221210782213278,11.47298110113883,control
Pen 4,211229_220119,-5,9.01669671562693,12.52417936075419,control
Pen 4,211229_220119,0,10.136827888217658,11.847969371641554,control
Pen 4,211229_220119,-1,12.719620168657537,11.955049981663342,control
Pen 4,211229_220119,-3,12.283759602208738,11.47298110113883,control
Pen 4,211229_220119,-5,10.136827888217658,12.52417936075419,control
Pen 4,211229_220119,0,12.683420479302832,11.847969371641554,control
Pen 4,211229_220119,-1,12.671248366443379,11.955049981663342,control
Pen 4,211229_220119,-3,12.683420479302832,11.47298110113883,control
Pen 4,211229_220119,-5,12.647746530313313,12.52417936075419,control
Pen 4,211229_220119,0,12.678797386051224,11.847969371641554,control
Pen 4,211229_220119,-1,10.384660132226372,11.955049981663342,control
Pen 4,211229_220119,-3,9.93871241980807,11.47298110113883,control
Pen 4,211229_220119,-5,10.221210782213278,12.52417936075419,control
Pen 4,211229_220119,0,12.283759602208738,11.847969371641554,control
Pen 4,211229_220119,-1,10.136827888217658,11.955049981663342,control
Pen 4,211229_220119,-3,11.244694989106753,11.47298110113883,control
Pen 4,211229_220119,-5,9.830902385581352,12.52417936075419,control
Pen 4,211229_220119,0,10.384660132226372,11.847969371641554,control
Pen 4,220228_220407,-1,5.520344687478226,10.15835552116504,control
Pen 4,220228_220407,-3,5.401723151512506,9.641029529971886,control
Pen 4,220228_220407,-5,4.914232678882511,9.853377612559976,control
