pen,datespan,reference_date,sample_id,value_at_reference,metric,value_1d_before,abs_change_1d,pct_change_1d,ttest_pvalue_1d,value_3d_before,abs_change_3d,pct_change_3d,ttest_pvalue_3d,value_5d_before,abs_change_5d,pct_change_5d,ttest_pvalue_5d,value_7d_before,abs_change_7d,pct_change_7d,ttest_pvalue_7d,1d_window_avg,1d_window_min,1d_window_max,1d_window_std,1d_window_ci_lower,1d_window_ci_upper,1d_window_slope,1d_window_slope_p_value,1d_window_slope_r_squared,1d_window_slope_std_err,3d_window_avg,3d_window_min,3d_window_max,3d_window_std,3d_window_ci_lower,3d_window_ci_upper,3d_window_slope,3d_window_slope_p_value,3d_window_slope_r_squared,3d_window_slope_std_err,5d_window_avg,5d_window_min,5d_window_max,5d_window_std,5d_window_ci_lower,5d_window_ci_upper,5d_window_slope,5d_window_slope_p_value,5d_window_slope_r_squared,5d_window_slope_std_err,7d_window_avg,7d_window_min,7d_window_max,7d_window_std,7d_window_ci_lower,7d_window_ci_upper,7d_window_slope,7d_window_slope_p_value,7d_window_slope_r_squared,7d_window_slope_std_err
Pen 4,220725_220905,2022-07-31,2,9.791963420990015,num_pigs_notLying,7.885588706080074,1.9063747149099415,24.175426667130857,1.0,6.83704809174453,2.954915329245485,43.219168412950474,1.0,7.072804900708152,2.719158520281863,38.44526405655007,1.0,,,,,8.878492203429001,7.965020985867988,9.791963420990015,0.561671036831413,8.641319325217014,9.115665081640989,1.9063747149099406,1.928035222289203e-168,0.9999999999999993,1.0490052671293844e-08,7.753879505283789,6.843837059479261,9.791963420990015,0.9030183175616493,7.541680603967392,7.966078406600187,0.9790321693998619,8.171448192993588e-36,0.8938248642181497,0.04033045660766608,7.349726702638681,6.536980101302436,9.791963420990015,0.8607774492011929,7.1941346700084114,7.5053187352689505,0.49574954984299924,2.3137026863973048e-32,0.6967962142422973,0.030104799797494725,7.332140156525123,6.536980101302436,9.791963420990015,0.7846756502491762,7.203339081643476,7.460941231406771,0.2936555540103026,4.029531420301576e-19,0.42895646243721713,0.028333368072049135
Pen 4,220725_220905,2022-08-14,3,7.752321716498748,num_pigs_notLying,7.377107614565856,0.37521410193289206,5.086195315790761,1.0,8.808294358636376,-1.055972642137628,-11.988389569454679,1.0,9.587530545326926,-1.8352088288281783,-19.14162171532982,1.0,9.7171562805868,-1.9648345640880516,-20.22026308266187,1.0,7.572531625989238,7.392741535479726,7.752321716498748,0.11054851494732021,7.525851082124936,7.61921216985354,0.37521410193289206,3.4444921874999685e-218,1.0,0.0,8.054287861685706,7.377107614565856,8.796592400483537,0.5020473463896474,7.936312519169553,8.17226320420186,-0.5233601577516783,2.5508828561667903e-28,0.8263491612343506,0.028675320791409765,8.53759185914957,7.377107614565856,9.577359162018796,0.7247718212709208,8.40658387216137,8.66859984613777,-0.4862523781385483,2.002890394356115e-76,0.9455483995830998,0.010741975986941526,8.871232924839395,7.377107614565856,9.761028301322296,0.8093189288299442,8.74795883237725,8.99450701730154,-0.38306721449149395,4.524550013953515e-93,0.9202436474533497,0.008752904051461173
Pen 4,220725_220905,2022-08-11,4,8.808294358636376,num_pigs_notLying,9.343417345931808,-0.5351229872954324,-5.727272661414711,1.0,9.761028301322296,-0.9527339426859207,-9.760589901750995,1.0,9.409188867825813,-0.6008945091894375,-6.386251967416258,1.0,10.020151047833021,-1.2118566891966456,-12.094195820119142,1.0,9.064707456715437,8.808294358636376,9.321120554794499,0.15766212211891803,8.998132581324137,9.131282332106737,-0.5351229872954326,1.0891006269402914e-173,0.9999999999999998,1.700052682008452e-09,9.398586865810705,8.808294358636376,9.753799228155822,0.2730759747762095,9.334417157736693,9.462756573884716,-0.3045983518801005,3.9217201554544144e-46,0.9461058768192276,0.008689191413612192,9.501071090158161,8.808294358636376,9.761028301322296,0.2548150649525716,9.455011340408005,9.547130839908318,-0.1285882438563695,2.399777892951169e-21,0.5349524937771104,0.01103700687881609,9.550938379857547,8.808294358636376,10.00469773872051,0.24787515251604111,9.513182455237684,9.588694304477409,-0.08446650158533929,3.8599564657660794e-25,0.47697463253148886,0.006865057808003646
Pen 4,220725_220905,2022-08-09,5,9.587530545326926,num_pigs_notLying,9.761028301322296,-0.17349775599537054,-1.7774536722925733,1.0,9.409188867825813,0.17834167750111263,1.8953990615593004,1.0,10.020151047833021,-0.4326205025060954,-4.317504800485565,1.0,10.667024224098617,-1.0794936787716907,-10.119914008753552,1.0,9.670664886741374,9.587530545326926,9.753799228155822,0.05111726657707309,9.649079958116948,9.6922498153658,-0.1734977559953704,3.4444921874999685e-218,1.0,0.0,9.660086580033358,9.42202084335752,9.761028301322296,0.0923736011131283,9.638379847970853,9.681793312095863,0.051526530411470144,1.4771643894001688e-05,0.23660160018586215,0.01106238231761108,9.666294589662417,9.409188867825813,10.00469773872051,0.13291850140623954,9.64226856548258,9.690320613842255,-0.012754576554300297,0.1297820434938809,0.01934301213169376,0.008360294048674758,9.827373629107534,9.409188867825813,10.644649520760357,0.2975646034798758,9.78204909123237,9.872698166982698,-0.11065637028159345,4.5031055665024767e-32,0.5680447628699548,0.0074894593569043025
Pen 5,211231_220119,2022-01-14,1,8.66887154285282,num_pigs_notLying,8.959710322809247,-0.2908387799564274,-3.246073471996326,1.0,9.98427601247633,-1.3154044696235108,-13.174760673480822,1.0,9.714297798968706,-1.0454262561158867,-10.761727484068603,1.0,10.841324639387087,-2.1724530965342677,-20.038631521480635,1.0,8.80823179158194,8.66887154285282,8.947592040311063,0.08568919730800507,8.77204841692929,8.844415166234592,-0.29083877995642765,1.0891006269402914e-173,0.9999999999999998,9.239768420264443e-10,9.195067454644992,8.66887154285282,9.956861283758357,0.37083182899971645,9.107926247034309,9.282208662255675,-0.41909721934675337,1.09869461654496e-55,0.9712413847494524,0.008619580994774743,9.465503237980869,8.66887154285282,9.98427601247633,0.4417322500577979,9.385656793666351,9.545349682295386,-0.27668119277029496,2.3461052092703354e-46,0.8241456116727685,0.01176557795043199,9.616834138377605,8.66887154285282,10.795269082971085,0.48195074171221136,9.543424215318073,9.690244061437138,-0.2062257678818528,3.783546281567395e-52,0.7520951873882427,0.009189565115953955
Pen 5,211231_220119,2022-01-09,2,9.714297798968706,num_pigs_notLying,9.73599128540305,-0.021693486434344322,-0.2228174389070055,1.0,11.318416142655062,-1.6041183436863555,-14.17263973570478,1.0,12.24543327966272,-2.5311354806940134,-20.670036109687818,1.0,12.054223551884938,-2.3399257529162316,-19.41166714591363,1.0,9.724692594551831,9.714297798968706,9.735087390134954,0.0063915047355430485,9.721993698801775,9.727391490301887,-0.021693486434344416,3.4444921874999685e-218,1.0,0.0,10.353417921147297,9.714297798968706,11.298537330018897,0.5920613299619286,10.214290329506534,10.49254551278806,-0.657319171673065,7.942148996394948e-44,0.9372832003280885,0.020322812358874443,10.892670410892288,9.714297798968706,12.220227161213508,0.823405384153214,10.74383366160477,11.041507160179806,-0.559623004705292,5.3022183805485096e-92,0.9703459551202079,0.009006026605681615,11.275388158800203,9.714297798968706,12.310553105370781,0.9235271027187271,11.134718070166002,11.416058247434403,-0.4361507856455914,2.890947839984216e-91,0.9161493645774947,0.010241242545754857
Pen 5,211231_220119,2022-01-12,3,9.326322523244977,num_pigs_notLying,9.98427601247633,-0.6579534892313532,-6.589896837879642,1.0,9.714297798968706,-0.38797527572372914,-3.9938581640447293,1.0,10.841324639387087,-1.5150021161421101,-13.974326630142869,1.0,11.640486436881647,-2.314163913636669,-19.880302478635997,1.0,9.641591903501668,9.326322523244977,9.956861283758357,0.19385140580868318,9.55973563382386,9.723448173179476,-0.6579534892313527,3.4444921874999685e-218,1.0,0.0,9.79463524315701,9.326322523244977,9.98427601247633,0.16782018008312488,9.755199434226226,9.834071052087795,-0.086745475824654,7.089294826173787e-05,0.2031687594079382,0.020533005599783504,9.874845701641986,9.326322523244977,10.795269082971085,0.2766739487855369,9.82483479335514,9.924856609928831,-0.1114582445236284,2.566946165378135e-12,0.3409186398057124,0.014266430863140934,10.273842997840699,9.326322523244977,11.627066841288872,0.6859645008405049,10.169358043529035,10.378327952152363,-0.2942826793211002,1.0124577949897694e-52,0.7559940498046168,0.01297632389666311
Pen 5,211231_220119,2022-01-10,4,9.887402374132103,num_pigs_notLying,9.714297798968706,0.1731045751633964,1.781956645201608,1.0,10.841324639387087,-0.9539222652549846,-8.798945673016156,1.0,11.640486436881647,-1.7530840627495436,-15.060230276933126,1.0,12.310553105370781,-2.423150731238678,-19.683524456602353,1.0,9.804456431866308,9.721510489600515,9.887402374132103,0.05100142456352253,9.782920419034168,9.825992444698448,0.17310457516339645,1.0891006269402914e-173,0.9999999999999998,5.499425445388219e-10,9.931593070201735,9.714297798968706,10.795269082971085,0.30473500713347423,9.859983854254736,10.003202286148735,-0.24028157943036255,2.5356676973613104e-11,0.47276779835831717,0.030328328673277113,10.467490337456034,9.714297798968706,11.627066841288872,0.7153501701101458,10.338185385156068,10.596795289756,-0.4634861276436761,1.4574770034982604e-56,0.8818586870673955,0.015616982877919188,10.93492071654413,9.714297798968706,12.307839779299611,0.9629038475914857,10.78825282863033,11.08158860445793,-0.4631030086756107,5.310162919649679e-110,0.9501269081868952,0.008235043467747002
Pen 5,211231_220119,2022-01-06,5,11.318416142655062,num_pigs_notLying,11.640486436881647,-0.3220702942265845,-2.766811300996314,1.0,12.310553105370781,-0.992136962715719,-8.059239533948112,1.0,10.915430579149591,0.4029855635054709,3.6918888410617976,1.0,,,,,11.472741491971968,11.318416142655062,11.627066841288872,0.09489087044431865,11.432672591523973,11.512810392419963,-0.32207029422658484,2.229373462400725e-170,0.9999999999999996,1.4470196882011526e-09,11.893244940166902,11.318416142655062,12.307839779299611,0.3510700889801423,11.810747513793764,11.97574236654004,-0.3940447136680892,6.442095420082188e-50,0.9579767734492133,0.009864241427202597,11.875203053455088,10.962880286346897,12.310553105370781,0.3786875201347255,11.80675242078092,11.943653686129256,-0.028366970400488863,0.2378496171287197,0.011787638594890721,0.02391022631892421,11.699114233400696,10.792345215129615,12.310553105370781,0.5182794634926299,11.614040927040627,11.784187539760765,0.12928198918523487,4.03838837428118e-08,0.19057467109944104,0.02228054514877478
Pen 5,220228_220407,2022-03-17,1,12.09667386902215,num_pigs_notLying,11.947469075993828,0.14920479302832135,1.2488401692381867,1.0,12.8467059046377,-0.7500320356155505,-5.838321832718119,1.0,12.288756163452666,-0.1920822944305165,-1.563073527341833,1.0,12.808456861524148,-0.7117829925019983,-5.557133073853358,1.0,12.025179905696078,11.953685942370008,12.09667386902215,0.04395988372327562,12.006617274787903,12.043742536604253,0.14920479302832154,3.4444921874999685e-218,1.0,0.0,12.377985482258932,11.947469075993828,12.841860789917867,0.34302716397080435,12.297378050603688,12.458592913914176,-0.36600670225543874,3.0881361230043734e-32,0.8657104860230354,0.017229581558597502,12.620763816264082,11.947469075993828,13.390507647557088,0.4367204407253508,12.541823294382727,12.699704338145438,-0.23765801273134973,1.0743804847875633e-26,0.6221008150097515,0.01705175366698739,12.689477251500941,11.947469075993828,13.390507647557088,0.4061560073780454,12.627612254373094,12.751342248628788,-0.1351999636001176,1.1742055269162392e-23,0.45515534157617116,0.011480982566436251
