Metric,Outbreak_Mean,Outbreak_Std,Control_Mean,Control_Std,P_Value,Is_Significant,Effect_Size
num_pigs_notLying_value_at_removal,8.842452061178752,1.9484591677283813,9.008969908087069,1.6511429350948237,0.6395851586655481,False,0.09780631568348705
num_pigs_notLying_1d_window_avg,9.005900048740049,1.8511823852308633,9.091019628608484,1.6661799717344747,0.7433327441058761,False,0.05014907333354378
num_pigs_notLying_3d_window_avg,9.127857036930797,1.6882692970407507,9.16020051110503,1.6298995626265653,0.8354376500173155,False,0.01972838569611329
num_pigs_notLying_5d_window_avg,9.19167187018046,1.5026973166155908,9.158090913395469,1.5670012326084795,0.9803371222167617,False,0.021570132625059604
num_pigs_notLying_7d_window_avg,9.300267307420873,1.4886273196224453,9.173818840919125,1.5510015167489442,0.7433327441058761,False,0.08204925601563352
num_pigs_notLying_1d_window_slope,-0.34110884360618393,0.6873823708084401,-0.17123419934904102,0.5801533066695963,0.35811998820755064,False,0.2837308418503218
num_pigs_notLying_3d_window_slope,-0.08767336297405565,0.42249783541010594,-0.05976974267262688,0.4012654967462309,0.7540075032984673,False,0.06893876552442442
num_pigs_notLying_5d_window_slope,-0.07216298953116354,0.29580839532981534,-0.009654526372650067,0.33809292414542297,0.46610868767630775,False,0.18847791101774553
num_pigs_notLying_7d_window_slope,-0.09608247692435329,0.226666935197429,-0.001782602793434511,0.27514802424776325,0.15387929668534867,False,0.3519506503393114
num_pigs_notLying_abs_change_1d,-0.341108843606184,0.6873823708084402,-0.17123419934904105,0.5801533066695965,0.35811998820755064,False,0.2837308418503218
num_pigs_notLying_abs_change_3d,-0.2953763689951311,1.2323475412068214,-0.22185013974247866,1.1234432492287383,0.5660316061818486,False,0.0644017515160537
num_pigs_notLying_abs_change_5d,-0.517811815833373,1.3391207747609768,-0.17417982502161788,1.4744948190571017,0.2766144303929394,False,0.23640892362462057
num_pigs_notLying_abs_change_7d,-0.7907822140687991,1.5849236621195206,-0.2543757001241496,1.6127011423186532,0.3020143938996054,False,0.33363646356447274
