pattern_category,value_at_removal_mean,value_at_removal_std,value_at_removal_count,value_7d_before_mean,value_7d_before_std,abs_change_7d_mean,abs_change_7d_std,7d_window_slope_mean,7d_window_slope_std,3d_window_slope_mean,3d_window_slope_std
Gleichmäßige Abnahme,-0.1581798538798995,0.2817734099924125,11,0.6124356591659514,0.2107868971942121,-0.7706155130458509,0.29555759495519923,-0.11691553695454916,0.05892862599253597,-0.11985518638536297,0.09976330694230053
Stabil,0.5164599839690786,0.19210493019561803,4,0.7260020949398791,0.14252374881482624,-0.20954211097080064,0.08807773112899733,-0.029027846584226857,0.009243165493858023,-0.025034315643256845,0.05571089229127174
Steile Abnahme,-0.2094341890634642,0.16881244076914256,5,0.7779277080416838,0.04966971356831927,-0.987361897105148,0.1276812309543383,-0.14448430155588254,0.03800849607108671,-0.27814254178924297,0.017681679035374345
