pen,datespan,datespan_gt,culprit_removal_date,value_at_removal,effect_size_1d,value_1d_before,abs_change_1d,pct_change_1d,effect_size_3d,value_3d_before,abs_change_3d,pct_change_3d,effect_size_5d,value_5d_before,abs_change_5d,pct_change_5d,effect_size_7d,value_7d_before,abs_change_7d,pct_change_7d,1d_window_avg,1d_window_min,1d_window_max,1d_window_std,1d_window_ci_lower,1d_window_ci_upper,1d_window_slope,1d_window_slope_p_value,1d_window_slope_r_squared,1d_window_slope_std_err,3d_window_avg,3d_window_min,3d_window_max,3d_window_std,3d_window_ci_lower,3d_window_ci_upper,3d_window_slope,3d_window_slope_p_value,3d_window_slope_r_squared,3d_window_slope_std_err,5d_window_avg,5d_window_min,5d_window_max,5d_window_std,5d_window_ci_lower,5d_window_ci_upper,5d_window_slope,5d_window_slope_p_value,5d_window_slope_r_squared,5d_window_slope_std_err,7d_window_avg,7d_window_min,7d_window_max,7d_window_std,7d_window_ci_lower,7d_window_ci_upper,7d_window_slope,7d_window_slope_p_value,7d_window_slope_r_squared,7d_window_slope_std_err,overall_change_rate,change_acceleration,pattern_category
Pen 1,220228_220328,220228_220407,2022-03-23,-0.22470494164629526,-1.7119387006260647,0.05617318090345702,-0.2808781225497523,-200.0,-5.21164163917776,0.5349931021253433,-0.7596980437716386,-200.0,-6.98390948686054,0.7916390902145709,-1.016344031860866,-200.0,-6.714471181402471,0.7423253026587298,-0.967030244305025,-200.0,-0.09011750792453897,-0.22470494164629526,0.04446992579721734,0.08275451047578167,-0.1250616730096551,-0.05517334283942286,-0.2808781225497522,1.928035222289203e-168,0.9999999999999993,1.5455651382263636e-09,0.1867192478456172,-0.22470494164629526,0.527896203077306,0.23343342810238768,0.13186508153412907,0.24157341415710532,-0.2665392523045245,4.912217443323615e-74,0.9913976415075678,0.002967542742986438,0.3856463903379018,-0.22470494164629526,0.7882418324306816,0.30774293183430357,0.33001952843981996,0.4412732522359837,-0.20910612125416866,1.3178507663922035e-91,0.9698849171380494,0.0033920142734723004,0.4958121277370197,-0.22470494164629526,0.7916390902145709,0.3131553541956912,0.448112833042472,0.5435114224315675,-0.143083642786427,3.8160027489647127e-72,0.857536374307251,0.0045264910446822446,-0.13814717775786073,-0.030863902379524383,Steile Abnahme
Pen 1,221003_221106,221003_221110,2022-10-31,-0.4003189622605503,-0.16324862520696126,-0.356091682382951,-0.04422727987759928,-11.693986643576054,-2.9657097883294465,0.27285897092855566,-0.6731779331891059,-200.0,-4.853495018693595,0.6742736217970305,-1.074592584057581,-200.0,-5.33416932706862,0.7833051030154099,-1.1836240652759602,-200.0,-0.3791267239858673,-0.4003189622605503,-0.3579344857111843,0.013030587297869083,-0.38462905843355893,-0.3736243895381756,-0.04422727987759928,2.229373462400725e-170,0.9999999999999996,1.9870738123226214e-10,-0.15396535632657507,-0.4003189622605503,0.26032110336253234,0.21933492371603944,-0.20550653653046602,-0.1024241761226841,-0.2450531016224718,4.953368138236164e-47,0.949197222285256,0.006776051275317291,0.11533751821718899,-0.4003189622605503,0.6700697279275419,0.3798967067803816,0.04666831591366827,0.1840067205207097,-0.2598766974383808,2.635515675917599e-106,0.9830294015053849,0.0031433421851998202,0.2937028245036463,-0.4003189622605503,0.7820304865241599,0.4279693644268619,0.2285152536685057,0.35889039533878697,-0.20519958379328912,4.961708653197628e-106,0.9443214277255155,0.0038672883474177057,-0.16908915218228002,-0.009963379457295668,Gleichmäßige Abnahme
Pen 1,221219_230125,221219_230126,2023-01-18,-0.43120116234286937,0.09101252249555213,-0.4577251763019446,0.02652401395907522,5.967651717804112,0.13183438385701143,-0.46494597082019357,0.033744808477324195,7.531086632664368,-1.841819211888201,-0.016292651162847487,-0.41490851118002187,-185.43653505713604,-3.2568582761118776,0.28949858232929165,-0.720699744672161,-200.0,-0.44391058569825964,-0.4566200090536498,-0.43120116234286937,0.007814712556145307,-0.4472104494045961,-0.4406107219919232,0.02652401395907521,4.564626100491149e-167,0.9999999999999991,1.6853030850592396e-10,-0.4684292197995339,-0.5001919333584031,-0.43120116234286937,0.020368257280568253,-0.47321552560597313,-0.46364291399309465,0.018759104249458054,2.1244974344937373e-17,0.64501241912082,0.0016633575676162848,-0.3925627099995289,-0.5001919333584031,-0.028428775508061936,0.12546605230231436,-0.4152416476528433,-0.3698837723462145,-0.06479399603453802,8.657279210298048e-23,0.5602475292788925,0.00528454901551413,-0.23039083745032074,-0.5001919333584031,0.2865963652722349,0.2825626774082025,-0.27343030728148904,-0.18735136761915244,-0.12652992020415693,1.9031680054439534e-64,0.8236621915265611,0.00454398976132176,-0.10295710638173729,0.03632225611340375,Gleichmäßige Abnahme
Pen 1,230227_230406,230227_230406,2023-04-03,-0.2112184930330244,-0.8271516624338429,-0.06455044567593597,-0.14666804735708844,-106.3702446285136,-4.102767647110051,0.46926427665730186,-0.6804827696903263,-200.0,-5.005366599347151,0.6260999207348611,-0.8373184137678855,-200.0,-5.153779519306319,0.6593762499497684,-0.8705947429827928,-200.0,-0.14094005367441953,-0.2112184930330244,-0.07066161431581466,0.043212487862327884,-0.15918708698919787,-0.12269302035964118,-0.14666804735708838,1.0891006269402914e-173,0.9999999999999998,4.659553283901489e-10,0.10142200010520108,-0.2112184930330244,0.4602936934027455,0.2162865905957444,0.050597143065960457,0.1522468571444417,-0.24657222526407657,2.458157655314945e-69,0.9882816844806881,0.0032091303280970115,0.2948750435235891,-0.2112184930330244,0.6260830293649867,0.29257763978537155,0.24198942283427122,0.347760664212907,-0.19772183595458398,6.175295646825006e-84,0.9593783011413368,0.003745395860738072,0.392394650588589,-0.2112184930330244,0.6581665107026325,0.29145174692005127,0.3480012127012302,0.43678808847594786,-0.13214048153825902,5.918059215557318e-69,0.8443659305085566,0.0044032042057086185,-0.1243706775689704,-0.028607935931454387,Gleichmäßige Abnahme
Pen 1,230515_230620,230515_230622,2023-06-19,-0.06706259897438298,-0.6870258322792216,0.04986542233979996,-0.11692802131418294,-200.0,-3.774549862589256,0.47428821806576155,-0.5413508170401445,-200.0,-5.337369916067193,0.6737151092763346,-0.7407777082507175,-200.0,-6.021446313205405,0.7625188841208819,-0.8295814830952648,-200.0,-0.011034588761336984,-0.06706259897438298,0.044993421451709,0.034450248659159965,-0.02558165295696523,0.0035124754342912602,-0.1169280213141829,3.4444921874999685e-218,1.0,0.0,0.16582647210473653,-0.06706259897438298,0.4651628475817877,0.16239145758318868,0.12766635041931076,0.2039865937901623,-0.18505344078536567,2.634425224162401e-68,0.9874601910476086,0.0024924921911632096,0.34017796034564646,-0.06706259897438298,0.6720421234166204,0.25143710529377905,0.29472880234593885,0.38562711834535407,-0.1720068633748783,2.0935005596676917e-106,0.9830954889606317,0.0020763866490536714,0.4477756761981708,-0.06706259897438298,0.7606336395159681,0.27268022573150447,0.4062414847169198,0.48930986767942186,-0.1295956560155948,1.131437442521753e-96,0.9278245422893876,0.002805422305906513,-0.11851164044218068,-0.013864446192442717,Gleichmäßige Abnahme
Pen 2,220228_220331,220228_220407,2022-03-31,0.5654939434814676,-0.32115777664889433,0.5960409056973818,-0.03054696221591413,-5.259758196236539,-0.8469159627030627,0.6442470335079701,-0.07875309002650244,-13.019826809948594,-1.5231787290176004,0.7044553657808382,-0.13896142229937058,-21.884562050762664,-2.4677776139705956,0.7923386304036334,-0.22684468692216575,-33.41276255777338,0.5801310295432599,0.5654939434814676,0.594768115605052,0.008999985053134223,0.5763306691562289,0.5839313899302909,-0.030546962215914127,1.928035222289203e-168,0.9999999999999993,1.6808827775923366e-10,0.6226599818355988,0.5654939434814676,0.6687092406902478,0.034986029162789756,0.614438668042304,0.6308812956288936,-0.037077419256898586,5.736193561394489e-31,0.8540461024878174,0.0018320092774632474,0.6402019956627022,0.5654939434814676,0.7026002744323865,0.03634450309697995,0.6336324519124052,0.6467715394129991,-0.022535986975072822,4.658324521772581e-44,0.8076786104876936,0.0010123485904227597,0.6689793803921041,0.5654939434814676,0.789961170290369,0.0566532921883813,0.6603500466020096,0.6776087141821987,-0.026846883192869698,4.5373919171736974e-94,0.9224220984403491,0.0006042880330464416,-0.03240638384602368,-0.002557634016007222,Stabil
Pen 2,221003_221106,221003_221110,2022-11-06,-0.3033129465318558,-1.5611104811407677,-0.003053057480871905,-0.3002598890509839,-196.01384299709036,-5.6968735322277295,0.6431513049508067,-0.9464642514826626,-200.0,-6.2644520758246545,0.7321431073427194,-1.0354560538745752,-200.0,-6.470640562570307,0.7668546847605721,-1.0701676312924278,-200.0,-0.15943841636159267,-0.3033129465318558,-0.015563886191329566,0.08846491819427962,-0.1967938751498709,-0.12208295757331446,-0.3002598890509838,1.928035222289203e-168,0.9999999999999993,1.6522156040925366e-09,0.119834915498509,-0.3033129465318558,0.6252015268281125,0.2564415145945133,0.05957411392827553,0.18009571706874247,-0.2920352606928457,8.416481120073267e-67,0.9861558249030963,0.004135681083462305,0.34948791726281037,-0.3033129465318558,0.730893045768228,0.34538448465189003,0.28705706006991333,0.4119187744557074,-0.23130916310651828,6.787472727692869e-75,0.942199594243311,0.005274069163645177,0.46369794526479746,-0.3033129465318558,0.7661386684101631,0.343274422876444,0.4114109648938593,0.5159849256357356,-0.1546252227354313,1.6689215975904868e-66,0.833431751710057,0.005365218117661513,-0.15288109018463253,-0.034352509489353596,Steile Abnahme
Pen 2,230515_230621,230515_230622,2023-05-28,0.6328485551733499,-3.7395866489420704,0.8024804749311037,-0.16963191975775382,-23.636659776247836,-6.124291144711867,0.9065728026753445,-0.27372424750199453,-35.561965683588774,-6.017995036042,0.8909563246001073,-0.2581077694267574,-33.87674798168779,-5.4236606545632755,0.8599156223455603,-0.22706706717221037,-30.42236283424398,0.7141305167239403,0.6328485551733499,0.7954124782745307,0.04997828365266667,0.6930265384079711,0.7352344950399096,-0.16963191975775377,1.928035222289203e-168,0.9999999999999993,9.334197306931816e-10,0.8275991855971535,0.6328485551733499,0.9163089914256345,0.09060157989228501,0.8063088581068032,0.8488895130875038,-0.09792287621781441,4.873080583437522e-35,0.8882769807393008,0.00415080440763906,0.8575002661759858,0.6328485551733499,0.9163089914256345,0.07911576529830323,0.8431994933719517,0.87180103898002,-0.042193157444503596,4.541426477490522e-25,0.5974765607768491,0.0031881311136362552,0.8635256813367486,0.6328485551733499,0.9163089914256345,0.0676375839832447,0.8532232387707246,0.8738281239027725,-0.018707431443678067,2.7547071038035314e-15,0.31422765847655537,0.0021450029625767115,-0.03243815245317291,-0.019803861193534087,Stabil
Pen 3,220228_220330,220228_220407,2022-03-30,-0.15230664378965844,-0.4426741333520856,-0.06069554760780521,-0.09161109618185323,-86.01892363718105,-2.7986726888630944,0.33755303258634606,-0.48985967637600447,-200.0,-4.499257973349341,0.600399622351979,-0.7527062661416374,-199.99999999999997,-5.125512279223376,0.6979185764823553,-0.8502252202720137,-200.0,-0.10840966020252042,-0.15230664378965844,-0.06451267661538243,0.02699117805921727,-0.11980703511925173,-0.09701228528578912,-0.0916110961818532,3.4444921874999685e-218,1.0,0.0,0.043603624598673396,-0.15230664378965844,0.32803368276733086,0.1443972811822336,0.009671927063808039,0.07753532213353875,-0.1634633495472337,1.6679278537113576e-57,0.974483258960058,0.0031615262029168136,0.21778014039048246,-0.15230664378965844,0.5959908660584526,0.24637482804111527,0.17324602728212382,0.26231425349884113,-0.1691787789388188,3.2104121101716585e-121,0.9905171302028152,0.001523855478952992,0.3386437679701116,-0.15230664378965844,0.6952752282663788,0.2832331049340693,0.2955021797504208,0.38178535618980236,-0.13677883127923754,3.754942928888802e-116,0.957948159403739,0.0022242640656327836,-0.12146074575314482,-0.006671129566999043,Gleichmäßige Abnahme
Pen 3,221003_221106,221003_221110,2022-10-25,-0.22238809478544921,-2.0985727982982243,0.1037712325721617,-0.3261593273576109,-200.00000000000003,-6.223783013860373,0.6422384163193672,-0.8646265111048164,-199.99999999999997,-7.011659323721257,0.7531469099104386,-0.9755350046958878,-200.0,-7.026254783633044,0.7549734569369558,-0.977361551722405,-200.0,-0.06610341709326063,-0.22238809478544921,0.0901812605989279,0.09609561338408736,-0.10668103586887728,-0.02552579831764399,-0.3261593273576107,2.229373462400725e-170,0.9999999999999996,1.465391178997937e-09,0.24756514915657116,-0.22238809478544921,0.6341039867412801,0.2641902648557888,0.185483480545171,0.3096468177679713,-0.3016531147267751,5.605857568378358e-74,0.9913651196425948,0.0033648843244135254,0.4367482240976743,-0.22238809478544921,0.7528351054775135,0.3103112031016097,0.3806571277482869,0.49283932044706164,-0.2050140282240713,1.3535513063294157e-65,0.9169277883014224,0.005680713603357962,0.5260738329249284,-0.22238809478544921,0.7545476287156444,0.29780063689290354,0.4807133428389056,0.5714343230109512,-0.1294166206518078,9.049209097945846e-56,0.775748818759081,0.005400610039883982,-0.13962307881748642,-0.04305912351874182,Steile Abnahme
