pen,datespan,reference_date,sample_id,value_at_reference,value_1d_before,abs_change_1d,pct_change_1d,ttest_pvalue_1d,value_3d_before,abs_change_3d,pct_change_3d,ttest_pvalue_3d,value_5d_before,abs_change_5d,pct_change_5d,ttest_pvalue_5d,value_7d_before,abs_change_7d,pct_change_7d,ttest_pvalue_7d,1d_window_avg,1d_window_min,1d_window_max,1d_window_std,1d_window_ci_lower,1d_window_ci_upper,1d_window_slope,1d_window_slope_p_value,1d_window_slope_r_squared,1d_window_slope_std_err,3d_window_avg,3d_window_min,3d_window_max,3d_window_std,3d_window_ci_lower,3d_window_ci_upper,3d_window_slope,3d_window_slope_p_value,3d_window_slope_r_squared,3d_window_slope_std_err,5d_window_avg,5d_window_min,5d_window_max,5d_window_std,5d_window_ci_lower,5d_window_ci_upper,5d_window_slope,5d_window_slope_p_value,5d_window_slope_r_squared,5d_window_slope_std_err,7d_window_avg,7d_window_min,7d_window_max,7d_window_std,7d_window_ci_lower,7d_window_ci_upper,7d_window_slope,7d_window_slope_p_value,7d_window_slope_r_squared,7d_window_slope_std_err
Pen 1,211228_220119,2022-01-06,1,0.8595591056518087,0.8485395248445894,0.01101958080721932,1.2986526242531322,1.0,0.8166975302363789,0.04286157541542979,5.248157834274856,1.0,0.7977924441533462,0.06176666149846255,7.7421968522166384,1.0,0.8018647087719386,0.0576943968798701,7.195028818293983,1.0,0.8542788898483495,0.8489986740448902,0.8595591056518087,0.003246675131090798,0.8529079391762193,0.8556498405204798,0.011019580807219324,1.0891006269402914e-173,0.9999999999999998,3.5008527666892054e-11,0.8433212750920439,0.8177685928515143,0.8595591056518087,0.011162893286146188,0.8406981237730002,0.8459444264110876,0.01233956868956972,5.618521430771439e-42,0.92917612199158,0.0004071850188567325,0.8304515103074709,0.7984950457763857,0.8595591056518087,0.018388937700932324,0.8271275707718166,0.8337754498431251,0.01252181329570618,1.9887967210521466e-95,0.9740562828890131,0.0001881266380629127,0.821726632978484,0.7977924441533462,0.8595591056518087,0.020804071051508142,0.8185577920098187,0.8248954739471493,0.00985748067244263,5.722609739756716e-94,0.9222049917197261,0.00022221533265653925
Pen 1,211228_220119,2022-01-13,2,0.8609005301910179,0.8669016683739623,-0.006001138182944454,-0.6922513131392077,1.0,0.8472645694566557,0.01363596073436213,1.6094100031949603,1.0,0.8329886674910503,0.027911862699967593,3.350809415455521,1.0,0.8595591056518087,0.0013414245392091573,0.156059604323771,1.0,0.8637760755703455,0.8609005301910179,0.866651620949673,0.001768102293332292,0.8630294714508799,0.8645226796898111,-0.006001138182944397,2.229373462400725e-170,0.9999999999999996,2.69623285909969e-11,0.8599533860824136,0.8477365397932177,0.8669016683739623,0.0054824752196833354,0.8586650675671784,0.8612417045976487,0.0052215557657167315,1.84175618270776e-19,0.6897601715085746,0.00041855315473226926,0.8505814350330972,0.8326229838201087,0.8669016683739623,0.012648619454477896,0.8482951014253624,0.8528677686408321,0.00834766079053573,5.360456248505084e-65,0.9149686624911826,0.00023426649762239122,0.8486772227956084,0.8326229838201087,0.8669016683739623,0.011836812481117169,0.8468742595084852,0.8504801860827317,0.0039012294554136187,4.590603623121802e-23,0.44619603933080443,0.0003373359478653274
Pen 1,211228_220119,2022-01-03,3,0.8166975302363789,0.8146548831062965,0.002042647130082398,0.2507377261759901,1.0,0.8000851416956126,0.0166123885407663,2.076327590031209,1.0,0.8023337995783456,0.014363730658033314,1.7902437446337116,1.0,,,,,0.815718761819881,0.8147399934033833,0.8166975302363789,0.0006018206821885413,0.8154646352333165,0.8159728884064456,0.0020426471300823913,3.4444921874999685e-218,1.0,0.0,0.8070615848845237,0.7977924441533462,0.8166975302363789,0.007499406102694896,0.8052993108480297,0.8088238589210177,0.00809475958981566,1.0060710508174112e-34,0.8859430249718732,0.0003471466374427151,0.8048424174046531,0.7977924441533462,0.8166975302363789,0.006418356935130787,0.8036822508568302,0.806002583952476,0.003272922364374889,5.571311170532688e-22,0.546243854298586,0.0002746076794837757,0.8047912288139047,0.7977924441533462,0.8166975302363789,0.005861969285214578,0.8038290122029789,0.8057534454248306,0.0018745307297853523,2.5283966353735706e-13,0.313195259611619,0.0002321312433334606
Pen 1,211228_220119,2022-01-02,4,0.8146548831062965,0.7977924441533462,0.016862438952950365,2.113637334688668,1.0,0.8018647087719386,0.012790174334357918,1.5950539030388504,1.0,0.8067572475782802,0.007897635528016367,0.9789358015342843,1.0,,,,,0.806574964441341,0.7984950457763857,0.8146548831062965,0.0049681437212397575,0.8044771013355906,0.8086728275470915,0.016862438952950403,1.0891006269402914e-173,0.9999999999999998,5.35709271471467e-11,0.8021346145844584,0.7977924441533462,0.8146548831062965,0.004351766724463858,0.8011119995391623,0.8031572296297546,0.002978846157562522,3.129953175888714e-08,0.3563006070736492,0.00047855551252799463,0.8025893387230063,0.7977924441533462,0.8146548831062965,0.003536566565809762,0.8019500775748231,0.8032285998711896,0.00016337768468016898,0.4674650200098863,0.0044831646320239345,0.0002241215896566996,0.8026237842507358,0.7977924441533462,0.8146548831062965,0.003542123850013144,0.80198622436809,0.8032613441333816,0.00011870318429415525,0.5937241465546856,0.0023984944941915776,0.00022192083288192932
Pen 1,211228_220119,2022-01-14,5,0.8466980784626355,0.8609005301910179,-0.014202451728382415,-1.6497204067502613,1.0,0.8585918575341424,-0.011893779071506905,-1.3852657659327898,1.0,0.8326229838201087,0.014075094642526764,1.6904523314921778,1.0,0.8421130486273599,0.004585029835275534,0.5444672592057693,1.0,0.8535034199158188,0.8466980784626355,0.8603087613690019,0.004184437469422415,0.8517364869368287,0.8552703528948089,-0.014202451728382392,2.229373462400725e-170,0.9999999999999996,6.380975718685028e-11,0.8600664598331265,0.8466980784626355,0.8669016683739623,0.005530873425739221,0.8587667682970445,0.8613661513692085,-0.004625733025102671,3.73083432041076e-13,0.5318942741730517,0.000518669682169882,0.8547224775671072,0.8332330498882982,0.8669016683739623,0.00916618766173962,0.8530656198379879,0.8563793352962265,0.0036762859171092497,3.371837486555179e-12,0.33791226795287743,0.00047372256021112433,0.8491101945524052,0.8326229838201087,0.8669016683739623,0.01189867229182758,0.8472978088833834,0.8509225802214271,0.004668487024397773,6.63374886467862e-38,0.6323354966062872,0.0002762957357926238
Pen 1,220726_220831,2022-08-24,1,0.46907978937555533,0.44233150466193555,0.026748284713619785,6.0471127269270415,1.0,0.45157370892410337,0.017506080451451966,3.876682832833884,1.0,0.5514892677270172,-0.0824094783514619,-14.943079253584665,1.0,0.6740146873018982,-0.20493489792634284,-30.405108640392335,1.0,0.45626290295027916,0.44344601652500304,0.46907978937555533,0.007880788960878758,0.45293513762526405,0.45959066827529427,0.026748284713619782,3.4444921874999685e-218,1.0,0.0,0.453460874590267,0.44233150466193555,0.46907978937555533,0.005975837100584603,0.45205662171684374,0.4548651274636903,0.0013922619896207357,0.08696330961948594,0.04127585324931692,0.0008019933174827164,0.46454308499053376,0.44233150466193555,0.547797335196643,0.02401368192273486,0.460202430405818,0.46888373957524954,-0.010797883725330398,7.555314595312287e-16,0.4247395204470485,0.0011568274257435023,0.5084401667841748,0.44233150466193555,0.6720210077447318,0.07500541704911343,0.4970154683283489,0.5198648652400006,-0.0322497475083886,3.1666074930396614e-53,0.7593808379640296,0.001408988870750248
Pen 1,220726_220831,2022-08-06,2,0.6817140553220016,0.6625735743603628,0.019140480961638784,2.8888083832979117,1.0,0.5858908087897229,0.0958232465322787,16.35513735575084,1.0,0.5258620755907791,0.15585197973122245,29.637425280408504,1.0,0.4633779141246224,0.21833614119737915,47.11837455823565,1.0,0.6725425748612164,0.6633710944004311,0.6817140553220016,0.005639318284644514,0.6701612995932803,0.6749238501291525,0.01914048096163883,5.3136609272827494e-166,0.9999999999999989,1.359711031398932e-10,0.6376528746606624,0.5870864542538875,0.6817140553220016,0.031130802146870883,0.6303374948015898,0.644968254519735,0.03541910127586355,6.2632940756492165e-65,0.9843421425749408,0.0005339267070553206,0.6029686927056136,0.5266493973889766,0.6817140553220016,0.05025850185582135,0.5938840884702723,0.6120532969409549,0.03456638454755265,1.1499701558393952e-131,0.9936918407049611,0.0002535352896279519,0.5729894019747315,0.4649105261224912,0.6817140553220016,0.06444711212651161,0.5631729266938584,0.5828058772556045,0.03167631789030251,1.7617632498815755e-177,0.9923267974614216,0.00021619299591643423
Pen 1,220726_220831,2022-08-12,3,0.7007046850521498,0.6419014109127067,0.058803274139443085,9.160795277865473,1.0,0.6500347550168465,0.05066993003530329,7.794957061025162,1.0,0.7222020151982941,-0.0214973301461443,-2.9766366880382913,1.0,0.6625735743603628,0.038131110691786985,5.755000224480444,1.0,0.6725281161936666,0.6443515473351835,0.7007046850521498,0.017325080791654898,0.6652123761836555,0.6798438562036777,0.05880327413944309,3.4444921874999685e-218,1.0,0.0,0.6490328368791025,0.6287717561477008,0.7007046850521498,0.01991466916349162,0.6443531190545702,0.6537125547036349,0.01679568577743937,1.8781303381396197e-13,0.5408799927971291,0.001849529964297859,0.6689046817404923,0.6287717561477008,0.7218106811293942,0.03226526380730773,0.6630724913365852,0.6747368721443995,-0.013043198997845099,2.068405616580055e-12,0.3432896317525146,0.001660732595644714,0.6742667882839879,0.6287717561477008,0.7222020151982941,0.03006500923985165,0.66968733685034,0.6788462397176358,-0.007333351226302115,9.738302203303393e-12,0.24438499947207482,0.0010008326266225576
Pen 1,220726_220831,2022-08-25,4,0.5143377260698444,0.46907978937555533,0.04525793669428907,9.648238470162395,1.0,0.45735965994963096,0.056978066120213444,12.45804366010077,1.0,0.46288288699803487,0.05145483907180953,11.116167937318448,1.0,0.626166377929907,-0.11182865186006263,-17.85925527170044,1.0,0.4926516314038309,0.4709655367378174,0.5143377260698444,0.013334247474601362,0.48702107250910304,0.49828219029855875,0.04525793669428905,3.4444921874999685e-218,1.0,0.0,0.4661490100304666,0.44233150466193555,0.5143377260698444,0.021162814816563635,0.46117599235684603,0.4711220277040872,0.021274799263377466,6.2152223498999076e-24,0.7684855499190397,0.001395685766834533,0.4620053890518322,0.44233150466193555,0.5143377260698444,0.017218454838070364,0.45889302314413555,0.46511775495952884,0.007418821066481691,2.5077913003492166e-14,0.3899817899193809,0.0008541676681813657,0.486091300865105,0.44233150466193555,0.6230548316714533,0.04809537922305111,0.47876549392529216,0.4934171078049178,-0.013951937160401679,5.3529027656208246e-17,0.34566433574384203,0.0014898875015655958
Pen 1,220726_220831,2022-08-11,5,0.6419014109127067,0.6287717561477008,0.013129654765005938,2.0881432151862964,1.0,0.712809997544697,-0.07090858663199029,-9.9477542228978,1.0,0.6817140553220016,-0.039812644409294884,-5.8400797370225455,1.0,0.6145862999296731,0.02731511098303363,4.444471181046387,1.0,0.6356101180044748,0.6293188250962427,0.6419014109127067,0.003868361632905817,0.6339766521458524,0.6372435838630971,0.01312965476500593,3.4444921874999685e-218,1.0,0.0,0.6515616510572497,0.6287717561477008,0.7101943624393698,0.02331624791740536,0.6460826014137674,0.6570407007007321,-0.022405758029143293,4.3656869908634717e-20,0.7021882875526808,0.0017440330786009444,0.6749593653866064,0.6287717561477008,0.7222020151982941,0.03467926870402638,0.668690825344348,0.6812279054288648,-0.020741746591739465,1.7902847792116605e-37,0.7514735056644717,0.0010980796182235826,0.6695598676890342,0.6165857696976185,0.7222020151982941,0.03225349742774353,0.6646470694305239,0.6744726659475445,-0.003480750516727397,0.004394455715493768,0.04783925639206691,0.001205262871261792
